CONSOLIDATION,POLLING PLACE,POLLING PLACE ADDRESS,BALLOT GROUP,POLL TYPE,PRECINCT,HANDICAP ACCESS
900-1175A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-3741C,Y
900-1189B,HARVARD RECREATION CENTER ,"1535 W 062ND ST
LOS ANGELES, CA 90047
(33.95687165100048, -118.3090784049997)",1,LACPR,900-0565A,Y
900-1189B,HARVARD RECREATION CENTER ,"1535 W 062ND ST
LOS ANGELES, CA 90047
(33.95687165100048, -118.3090784049997)",1,LACPR,900-0565C,Y
900-1189B,HARVARD RECREATION CENTER ,"1535 W 062ND ST
LOS ANGELES, CA 90047
(33.95687165100048, -118.3090784049997)",1,LACPR,900-1189B,Y
900-1189B,HARVARD RECREATION CENTER ,"1535 W 062ND ST
LOS ANGELES, CA 90047
(33.95687165100048, -118.3090784049997)",1,LACPR,900-1189C,Y
900-1189B,HARVARD RECREATION CENTER ,"1535 W 062ND ST
LOS ANGELES, CA 90047
(33.95687165100048, -118.3090784049997)",1,LACPR,900-1189D,Y
900-1190D,KOREAN INSTITUTE OF SO CAL,"4900 WILSHIRE BLVD
LOS ANGELES, CA 90010
(34.06204747000049, -118.33673759899972)",1,SC-PR,900-1190D,Y
900-1190D,KOREAN INSTITUTE OF SO CAL,"4900 WILSHIRE BLVD
LOS ANGELES, CA 90010
(34.06204747000049, -118.33673759899972)",1,SC-PR,900-1190E,Y
900-1190D,KOREAN INSTITUTE OF SO CAL,"4900 WILSHIRE BLVD
LOS ANGELES, CA 90010
(34.06204747000049, -118.33673759899972)",1,SC-PR,900-1190F,Y
900-1190D,KOREAN INSTITUTE OF SO CAL,"4900 WILSHIRE BLVD
LOS ANGELES, CA 90010
(34.06204747000049, -118.33673759899972)",1,SC-PR,900-3024A,Y
900-1190D,KOREAN INSTITUTE OF SO CAL,"4900 WILSHIRE BLVD
LOS ANGELES, CA 90010
(34.06204747000049, -118.33673759899972)",1,SC-PR,900-3024B,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-1246A,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-1246B,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-1246C,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-2512B,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-2512G,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-5207A,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-5207B,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-5207D,Y
900-1246A,KING JESUS BIBLE WAY CHURCH,"11737 S FIGUEROA ST
LOS ANGELES, CA 90061
(33.926331062000486, -118.28264226899972)",1,CHUR1,900-5207E,Y
900-1256B,WESTFIELD BUILDING,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-0526A,Y
900-1256B,WESTFIELD BUILDING,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-1256B,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-0528A,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-0528B,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-0528C,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-1257B,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-1257C,Y
900-1257B,WESTFIELD CENTURY CITY,"1801 AVE
LOS ANGELES, CA 90067
(34.059552821000466, -118.41458817399968)",1,BUS.,900-1257D,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-1290A,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-1290B,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-1290C,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-1290D,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-1746A,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-2285D,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-5504A,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-5504B,Y
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,"9755 CATTARAUGUS AVE
LOS ANGELES, CA 90034
(34.037177116000464, -118.39762270899968)",1,LAUSD,900-5504D,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-1058A,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-1058B,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-1291A,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-1291B,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-1291C,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-2064A,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-2064B,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-2362F,Y
900-1291A,PALMS WESTMINSTER PRESBY CHR,"2908 ROBERTSON PL
LOS ANGELES, CA 90034
(34.03443468500046, -118.38904166699967)",1,CHUR1,900-2857A,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1427B,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1434A,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1434B,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1434C,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1434E,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-1437A,Y
900-1434A,ATHENS PARK,"12603 S BROADWAY
LOS ANGELES, CA 90061
(33.918270850000454, -118.27835232399968)",1,MISCP,900-2703A,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-0661B,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-0661C,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444A,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444B,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444C,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444D,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444E,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444F,Y
900-1444A,SUNNY HILLS ASSISTED LIVING,"8755 W OLYMPIC BLVD
LOS ANGELES, CA 90035
(34.059388500000466, -118.3828493039997)",1,SRHMS,900-1444G,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-0660A,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-0660B,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-0660C,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-0661A,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-1449A,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-1449B,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-1449C,Y
900-1449A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-1449D,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1241A,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1259A,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1259B,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1454A,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1454B,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1454C,Y
900-1454A,HEYLER REALTY,"10659 W PICO BLVD
LOS ANGELES, CA 90064
(34.04252444800045, -118.42367920799973)",1,BUS.,900-1454D,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1211B,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1305A,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1432A,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1432B,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1455A,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-1455C,Y
900-1455A,PALMS RECREATION CENTER,"2950 OVERLAND AVE
LOS ANGELES, CA 90064
(34.03295045300047, -118.4179390009997)",1,LACPR,900-3036B,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456A,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456B,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456C,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456D,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456E,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456F,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1456G,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1476E,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1476F,Y
900-1456A,FIRE STATION #92,"10556 W PICO BLVD
LOS ANGELES, CA 90064
(34.04425558300045, -118.42059459999967)",1,MISCP,900-1476G,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1457A,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1457C,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1457D,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1457E,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1457F,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1458A,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1458C,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2422A,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2422B,Y
900-1457A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2422C,Y
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461A,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461B,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461C,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461D,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461E,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1461F,N
900-1461A,THE WORKMENS CIRCLE,"1525 S ROBERTSON BLVD
LOS ANGELES, CA 90035
(34.05156450700048, -118.3842424129997)",1,BUS.,900-1462B,N
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1458B,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1458D,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1462A,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1462D,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1462E,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1463A,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1463B,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1463D,Y
900-1463A,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1463F,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1465C,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1465D,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1465F,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-1467C,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2416A,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2416B,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-2416C,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-3741A,Y
900-1465C,MT CALVARY LUTHERAN CHURCH,"436 S BEVERLY DR
BEVERLY HILLS, CA 90212
(34.058159015000456, -118.39747521799967)",1,CHUR1,900-3741D,Y
900-1470B,WESTSIDE MANOR,"1224 S NORTON AVE
LOS ANGELES, CA 90019
(34.048566269000446, -118.3233512329997)",1,MISCP,900-1470B,Y
900-1470B,WESTSIDE MANOR,"1224 S NORTON AVE
LOS ANGELES, CA 90019
(34.048566269000446, -118.3233512329997)",1,MISCP,900-1470C,Y
900-1470B,WESTSIDE MANOR,"1224 S NORTON AVE
LOS ANGELES, CA 90019
(34.048566269000446, -118.3233512329997)",1,MISCP,900-1470E,Y
900-1470B,WESTSIDE MANOR,"1224 S NORTON AVE
LOS ANGELES, CA 90019
(34.048566269000446, -118.3233512329997)",1,MISCP,900-1470F,Y
900-1470B,WESTSIDE MANOR,"1224 S NORTON AVE
LOS ANGELES, CA 90019
(34.048566269000446, -118.3233512329997)",1,MISCP,900-2483A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1237A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1238A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1239A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1292A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1467A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1467B,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1471A,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1471B,Y
900-1471A,ROBERTSON RECREATION CENTER,"1641 PREUSS RD
LOS ANGELES, CA 90035
(34.04996513900045, -118.3844325399997)",1,LACPR,900-1471D,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1467D,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1467E,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1471C,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1471E,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472A,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472B,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472C,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472D,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472E,Y
900-1472A,RESIDENCE,"9543 BOLTON RD
LOS ANGELES, CA 90034
(34.04506794200046, -118.3968541379997)",1,RES,900-1472F,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1474C,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1474D,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1474E,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1474F,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1476A,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1476B,Y
900-1474C,NAZARETH HOUSE,"3333 MANNING AVE
LOS ANGELES, CA 90064
(34.03153554400046, -118.40680409099969)",1,SRHMS,900-1476D,Y
900-1480A,CONGREGATION OHEL MOSHE,"8765 W PICO BLVD
LOS ANGELES, CA 90035
(34.05469756100047, -118.38312469999971)",1,RELFA,900-1448A,Y
