Location
"Latonia Av and Ave 43
"Collins St and Cahuenga Bl
Los Angeles, CA
(34.17397370900045, -118.3615692459997)"
"Collins St and Vineland Av
Los Angeles, CA
(34.17398256600046, -118.37027994399972)"
"Colon St and Sanford Av
Los Angeles, CA
(33.791531070000474, -118.25105806499971)"
"Comanche Av and Londelius St
Los Angeles, CA
(34.22910308900049, -118.5721892519997)"
"commonwealth Av and Franklin Av
Los Angeles, CA
(34.10541293500046, -118.28521888399968)"
"Commonwealth Av and Prospect Av
Los Angeles, CA
(34.10180377400047, -118.28520559899971)"
"Commonwealth Av and Sunset Dr
Los Angeles, CA
(34.09816361400044, -118.28515688699969)"
"Community St and De Soto Av
Los Angeles, CA
(34.222150472000465, -118.58849911699969)"
"Community St and Encino Av
Los Angeles, CA
(34.22234089500046, -118.51479694999972)"
"Community St and Louise Av
Los Angeles, CA
(34.22241174900046, -118.50983712099969)"
"Community St and Lurline Av
Los Angeles, CA
(34.222150472000465, -118.58417697999971)"
"Community St and Paso Robles Av
Los Angeles, CA
(34.22394398200049, -118.50486843499971)"
"Comstock Av and Beverly Glen
Los Angeles, CA
(34.07347075400048, -118.4315559689997)"
"Comstock Av and Beverly Glen
Los Angeles, CA
(34.07347075400048, -118.4315559689997)"
"Correnti St and Cayuga Av
Los Angeles, CA
(34.24960223800048, -118.4120664999997)"
"Costello Av and Sherman Wy
Los Angeles, CA
(34.20122176700045, -118.43782660999972)"
"Cotner and Nebraska Av
Los Angeles, CA
(34.04502259400044, -118.44430981499971)"
"Cozycroft Av and Michale St
Los Angeles, CA
(34.22640175400045, -118.58222847599967)"
"Cozycroft Av and Roscoe Bl
Los Angeles, CA
(34.22008240100047, -118.58196719899968)"
"Craner AV and Burbank Bl
Los Angeles, CA
(34.172162485000456, -118.36921712299971)"
"Crenshaw Bl and Exposition Bl
Los Angeles, CA
(34.02239337700047, -118.33511830299972)"
"Crescent Heights Bl and Olympic Bl
Los Angeles, CA
(34.05881268900049, -118.36922598099972)"
"Cruces St and Sanford Av
Los Angeles, CA
(33.793253724000465, -118.25117763199972)"
"Cumberland Av and Talmadge St
Los Angeles, CA
(34.09914229500049, -118.28305781599971)"
"Cumpston St and Clybourn Av
Los Angeles, CA
(34.17052397100048, -118.3570788289997)"
"Cumpston St and Willowcrest Av
Los Angeles, CA
(34.16998370400046, -118.3626586369997)"
"D St and Figueroa St
Los Angeles, CA
(33.77326384400044, -118.27857625699971)"
"D St and Mar Vista Av
Los Angeles, CA
(33.773330270000486, -118.2776197179997)"
"Dalecrest Av and Manton Av
Los Angeles, CA
(34.18299439700047, -118.64072788299967)"
"Dalehurst Av and Warner Av
Los Angeles, CA
(34.07063213800046, -118.4358958199997)"
"Darwin Av and Daly St
Los Angeles, CA
(34.06752338800044, -118.21549786499969)"
"Daventry St and Laurel Cyn Bl
Los Angeles, CA
(34.263990169000465, -118.43761847399969)"
"De Garmo Av and Polk St
Los Angeles, CA
(34.30626385100044, -118.45122700399969)"
"Dearborn St and Aldea Av
Los Angeles, CA
(34.23696353200046, -118.50982826399968)"
"Dearborn St and Balcom Av
Los Angeles, CA
(34.23694139000048, -118.52161671399972)"
"Dearborn St and Louise Av
Los Angeles, CA
(34.237091956000484, -118.51125864299968)"
"Debell St and Stanwin Av
Los Angeles, CA
(34.237202666000485, -118.42266813399971)"
"Delco Av and Parthenia St
Los Angeles, CA
(34.22821297700045, -118.5785263189997)"
"Denker Av and 59th St
Los Angeles, CA
(33.98752401000047, -118.3045799299997)"
"Denker Av and 62nd St
Los Angeles, CA
(33.983241730000486, -118.3046064999997)"
"Denker Av and Florence Av
Los Angeles, CA
(33.97457088600049, -118.30462864099968)"
"Denker Av and Gage Av
Los Angeles, CA
(33.98236047400047, -118.30459764299968)"
"Denny Av and Burbank Bl
Los Angeles, CA
(34.17214034400047, -118.36486841699968)"
"Denny Av and Chandler Bl
Los Angeles, CA
(34.16869060600044, -118.36456728499968)"
"Diamond St and Figueroa St
Los Angeles, CA
(34.05837427600045, -118.25133705499968)"
"Dracena Dr and Ambrose Av
Los Angeles, CA
(34.10996092100049, -118.29025842399972)"
"Drysdale Av and Deadend
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Ducor Av and Ingomar St
Los Angeles, CA
(34.21186325700046, -118.62927599299968)"
"Duke St and Mission Rd
Los Angeles, CA
(34.07302348400049, -118.19716864099968)"
"E St and Mar Vista Av
Los Angeles, CA
(33.77477393500044, -118.27775699899968)"
"Eastlake Av and Broadway
Los Angeles, CA
(34.07375417200046, -118.20783670199972)"
"Eastlake Av and N. Main St
Los Angeles, CA
(34.06578302000048, -118.20765956499969)"
"Ebbey Av and Wheeling Wy
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Eccles St and Sunnybrae Av
Los Angeles, CA
(34.22314243800048, -118.58116565599971)"
"Eccles St and Owensmouth Av
Los Angeles, CA
(34.222770451000486, -118.60187736799969)"
"Edgemont St and Franklin Av
Los Angeles, CA
(34.10539079400047, -118.29616593499969)"
"Edgemont St and Sunset Bl
Los Angeles, CA
(34.098150330000465, -118.29613936399971)"
"Edison St and Harriman Av
Los Angeles, CA
(34.089023359000464, -118.18204559299971)"
"Effie St and Fountain Av
Los Angeles, CA
(34.095812125000464, -118.28303567399968)"
"El Dorado Av and Sandra Ln
Los Angeles, CA
(34.30659155400048, -118.47224870599968)"
"El Dorado Av and Sheldon St
Los Angeles, CA
(34.23796435400044, -118.39554849999968)"
"El Dorado Av and Snelling St
Los Angeles, CA
(34.23309309400048, -118.39044696099972)"
"El Sereno Av and Carnegie Av
Los Angeles, CA
(34.089780619000464, -118.17813972799968)"
"Elkwood St and Royer Av
Los Angeles, CA
(34.21261165900046, -118.62775704599972)"
"Elkwood St and Variel Av
Los Angeles, CA
(34.21273122700046, -118.59286996599968)"
"Elkwood St and Vassar Av
Los Angeles, CA
(34.21286407900044, -118.60484883699968)"
"Elmgrove St and Blake Av
Los Angeles, CA
(34.086942002000455, -118.23116560899967)"
"Emden St and Frigate Av
Los Angeles, CA
(33.77564190500044, -118.2783769779997)"
"Emma Av and Alta St
Los Angeles, CA
(34.07729247900045, -118.20403711899968)"
"Enadia Wy and Matilija Av
Los Angeles, CA
(34.200203231000444, -118.4334779029997)"
"Enadia Wy and Murietta Av
Los Angeles, CA
(34.20023422900044, -118.43884957499972)"
"Encino Av and Nordhoff St
Los Angeles, CA
(34.235803286000476, -118.51565606199972)"
"Encino Av and Nordhoff St
Los Angeles, CA
(34.235803286000476, -118.51565606199972)"
"Encino Av and Raymer St
Los Angeles, CA
(34.22597219800048, -118.51570920299969)"
"Encino Av and Roscoe Bl
Los Angeles, CA
(34.22106108100047, -118.51480580599969)"
"Encino Av and Vanowen St
Los Angeles, CA
(34.19369345600046, -118.51425668199971)"
"Enfield Av and Chase St
Los Angeles, CA
(34.224590531000445, -118.5245483269997)"
"Enfield Av and Osborne St
Los Angeles, CA
(34.233642218000455, -118.52445975899968)"
"Enfield Av and Sunburst St
Los Angeles, CA
(34.23457218600049, -118.5242073389997)"
"Erwin St and Glide Av
Los Angeles, CA
(34.18198029000047, -118.63828782399969)"
"Erwin St and Manton Av
Los Angeles, CA
(34.181962576000444, -118.64077659599968)"
"Esmeralda St and Huntington Dr
Los Angeles, CA
(34.08147290600044, -118.19219995599968)"
"Esmeralda St and Pyrites St
Los Angeles, CA
(34.08201317300046, -118.19355948099968)"
"Ethel Av and Kittridge St
Los Angeles, CA
(34.18998244100044, -118.41729646199968)"
"Ethel Av and Moorpark St
Los Angeles, CA
(34.15036138200048, -118.41814671899971)"
"Eton Av and Ingomar St
Los Angeles, CA
(34.211920826000494, -118.59565986899969)"
"Ettrick St and Waverly Dr
Los Angeles, CA
(34.113313234000486, -118.27184948899969)"
"Exeter Dr and Aldea Av
Los Angeles, CA
(34.24023170400045, -118.50978840899973)"
"F St and Frigate Av
Los Angeles, CA
(33.776492161000476, -118.2783371219997)"
"F St and Mar Vista Av
Los Angeles, CA
(33.77621317000046, -118.27787656599969)"
"Fairburn Av and Little Santa Monica
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Fairfax Av and Olympic Bl
Los Angeles, CA
(34.05819271000047, -118.36385873799969)"
"Figueroa St and 41st St
Los Angeles, CA
(34.00924097300049, -118.28273896999968)"
"Figueroa St and 5th St
Los Angeles, CA
(34.05228077200047, -118.2571161409997)"
"Figueroa St and Anahiem St
Los Angeles, CA
(33.779034073000446, -118.27952836599968)"
"Figueroa St and Cameron Ln
Los Angeles, CA
(34.04009376500045, -118.2683864659997)"
"Finley Av and Hillhurst Av
Los Angeles, CA
(34.10769357100048, -118.2874198079997)"
"Finley Av and Vermont Av
Los Angeles, CA
(34.10768028600046, -118.2917995139997)"
"Finley Av and Vermont Av
Los Angeles, CA
(34.10768028600046, -118.2917995139997)"
"Fiske St and Bestor Bl
Los Angeles, CA
(34.051612081000485, -118.5231090909997)"
"Florence Av and Normandie Av
Los Angeles, CA
(33.97458417100046, -118.30029764899967)"
"Foothill Bl and Saluda Av
Los Angeles, CA
(34.24178165100045, -118.26832889699972)"
"Fountain Av and Normandie Av
Los Angeles, CA
(34.095201003000454, -118.30049692799969)"
"Frampton Av and 254th St
Los Angeles, CA
(33.793793992000474, -118.2999389469997)"
"Frampton Av and Lomita Bl
Los Angeles, CA
(33.79780171000044, -118.29992566199968)"
"Franklin Av and Hillhurst Av
Los Angeles, CA
(34.10542179300046, -118.28740652299967)"
"Franrivers Av and Gilmore St
Los Angeles, CA
(34.18561159200044, -118.65432755599971)"
"Fremont Av and 1st St
Los Angeles, CA
(34.05840084600044, -118.25306856699967)"
"Friar St and Kenwater Av
Los Angeles, CA
(34.18582415700047, -118.64396948599972)"
"Friar St and Le Sage Av
Los Angeles, CA
(34.18564259200048, -118.6405596029997)"
"Frigate St and E St
Los Angeles, CA
(33.77475179300046, -118.2784168339997)"
"Fulmar Av and 242nd St
Los Angeles, CA
(33.80571086500049, -118.30884892399968)"
"Fulton Av and Vanowen St
Los Angeles, CA
(34.19395030400045, -118.42252642399967)"
"Fulton Av and Vanowen St
Los Angeles, CA
(34.19395030400045, -118.42252642399967)"
"Fulton Av and Victory Bl
Los Angeles, CA
(34.18668326900047, -118.42249985399968)"
"G St and Frigate Av
Los Angeles, CA
(33.77765240700046, -118.27828840999967)"
"G St and Mar Vista Av
Los Angeles, CA
(33.77766126300048, -118.27798727699968)"
"Gage Av and Normandie Av
Los Angeles, CA
(33.98235161700046, -118.30025779299967)"
"Gain St and Lev Av
Los Angeles, CA
(34.25011150600045, -118.4331059159997)"
"Galena St and Amethyst St
Los Angeles, CA
(34.08509092300045, -118.19199624899971)"
"Galloway St and Bestor Bl
Los Angeles, CA
(34.05154122600044, -118.52203741299968)"
"Gamble Av and Cruces St
Los Angeles, CA
(33.79362128300045, -118.2436980329997)"
"Garber St and Arleta Av
Los Angeles, CA
(34.247250747000464, -118.43158696799969)"
"Garber St and Vena Av
Los Angeles, CA
(34.249270107000484, -118.4292974759997)"
"Garden Homes and Deadend N
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Garrick Av and Astoria St
Los Angeles, CA
(34.32341068600044, -118.42536946899969)"
"Gates St and N. Main St
Los Angeles, CA
(34.06601329700044, -118.20617604499972)"
"Gault St and Canoga Av
Los Angeles, CA
(34.199202408000474, -118.59772793999969)"
"Gault St and Ventura Cyn Av
Los Angeles, CA
(34.19936183100049, -118.42901848499969)"
"Gault St and Woodman Av
Los Angeles, CA
(34.19936183100049, -118.43126812199972)"
"Gayley Av and Veteran Av
Los Angeles, CA
(34.07032214800046, -118.45500887299971)"
"Genesta Av and Strathern St
Los Angeles, CA
(34.21566283900046, -118.50406689199968)"
"Georgia St and Olympic Bl
Los Angeles, CA
(34.04591270600048, -118.26688965999972)"
"Gilmore St and White Oak Av
Los Angeles, CA
(34.18764423600044, -118.51849910699968)"
"Givens Pl and Aldea Av
Los Angeles, CA
(34.24228206200047, -118.51022682199971)"
"Glamis St and Lev Av
Los Angeles, CA
(34.247224177000476, -118.42990859799971)"
"Glassport Av and End
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Glassport Av and Ingomar St
Los Angeles, CA
(34.21193411200045, -118.59389735799971)"
"Glenavon Av and Morningside Wy
Los Angeles, CA
(34.00541039200044, -118.45478745199972)"
"Glencoe Av and Lake St
Los Angeles, CA
(34.00672120300044, -118.45471659799972)"
"Glencoe Av and Venice Bl
Los Angeles, CA
(33.99683254500047, -118.44736985099968)"
"Glencoe Av and Victoria Av
Los Angeles, CA
(33.99954273800046, -118.44942906599971)"
"Glendon Av and Missouri Av
Los Angeles, CA
(34.048733608000475, -118.4345672929997)"
"Glenmont Av and Malcolm Av
Los Angeles, CA
(34.06713368700048, -118.43796831899971)"
"Glenrock Av and Levering Av
Los Angeles, CA
(34.06624357500044, -118.4507797329997)"
"Glide Av and Calvert St
Los Angeles, CA
(34.18115217500048, -118.63836753599969)"
"Glyndon Av and Lucille Av
Los Angeles, CA
(33.99728424400047, -118.45033689199971)"
"Glyndon Av and Morningside Wy
Los Angeles, CA
(34.004661989000454, -118.45629754299972)"
"Glyndon Av and Venice Bl
Los Angeles, CA
(33.99587157900049, -118.4492784999997)"
"Glyndon Av and Victoria Av
Los Angeles, CA
(33.99854191500049, -118.45131557199971)"
"Glyndon Av and Vienna Wy
Los Angeles, CA
(34.001012973000456, -118.45321979199969)"
"Goleta St and Sharp Av
Los Angeles, CA
(34.24816300200047, -118.42675999199969)"
"Governor Av and 242nd St
Los Angeles, CA
(33.80494032000047, -118.30442936299971)"
"Graham Av and 104th St
Los Angeles, CA
(33.94156145600044, -118.24263964199969)"
"Gramercy Pl and Melrose Av
Los Angeles, CA
(34.08352326400046, -118.31251565499969)"
"Grape St and Santa Ana Bl
Los Angeles, CA
(33.93734117300045, -118.23696683799972)"
"Greenwood Pl and Vermont Av
Los Angeles, CA
(34.10844197400047, -118.2917995139997)"
"Gresham St and Amestoy Av
Los Angeles, CA
(34.23036076000045, -118.50695864899967)"
"Gresham St and Comanche Av
Los Angeles, CA
(34.23078146000046, -118.57217596599969)"
"Gresham St and Lurline Av
Los Angeles, CA
(34.23057332400049, -118.58415926599969)"
"Gresham St and Paso Robles Av
Los Angeles, CA
(34.229762924000454, -118.50409789099967)"
"Griffin Av and Ave 28
Los Angeles, CA
(34.079254268000454, -118.2118798469997)"
"Griffin Av and Ave 33
Los Angeles, CA
(34.08316013300049, -118.21194627399967)"
"Griffin Av and Ave 43
Los Angeles, CA
(34.09199040000044, -118.2040459749997)"
"Griffith Park Bl and St George St
Los Angeles, CA
(34.108951242000444, -118.2748785279997)"
"Guardia Av and Remstoy Dr
Los Angeles, CA
(34.09810161700045, -118.1674096699997)"
"Guilford Pl and President Av
Los Angeles, CA
(33.81196379200048, -118.30606787799968)"
"Haddon Av and Wingo St
Los Angeles, CA
(34.24846413400047, -118.4153878139997)"
"Haley St and Rincon Av
Los Angeles, CA
(34.23326137400045, -118.4035860789997)"
"Halldale Av and 67th St
Los Angeles, CA
(33.978490036000494, -118.3024277179997)"
"Halldale Av and Gage Av
Los Angeles, CA
(33.98235161700046, -118.30241886199968)"
"Halldale Av and Gage Av
Los Angeles, CA
(33.98235161700046, -118.30241886199968)"
"Hamlin St and Coldwater Cyn Av
Los Angeles, CA
(34.18845020900045, -118.41379801199969)"
"Hamlin St and Louise Av
Los Angeles, CA
(34.188503349000484, -118.51008953999968)"
"Hamlin St and Peterson Av
Los Angeles, CA
(34.18908347200045, -118.6459489879997)"
"Hancock St and N. Broadway
Los Angeles, CA
(34.07374088700044, -118.2090988009997)"
"Harriman Av and Pullman Av
Los Angeles, CA
(34.097570207000444, -118.1784984299997)"
"Hart St and Hazeltine Av
Los Angeles, CA
(34.19754175200046, -118.43995667899969)"
"Hart St and Nagle Av
Los Angeles, CA
(34.19757275100045, -118.42360695799971)"
"Hart St and Sunnyslope Av
Los Angeles, CA
(34.19749303900045, -118.4268795589997)"
"Hart St and Woodman Av
Los Angeles, CA
(34.19757275100045, -118.43126812199972)"
"Hartland St and Murietta Av
Los Angeles, CA
(34.19491127100048, -118.4388672879997)"
"Hartland St and Woodman Av
Los Angeles, CA
(34.194893557000455, -118.43126812199972)"
"Harvard Bl and 67th St
Los Angeles, CA
(33.978490036000494, -118.3067985669997)"
"Harvard Bl and 67th St
Los Angeles, CA
(33.978490036000494, -118.3067985669997)"
"Harvard Bl and Gage Av
Los Angeles, CA
(33.982373760000485, -118.30676756799971)"
"Harvard Bl and Lemongrove Av
Los Angeles, CA
(34.08624231300047, -118.3039776649997)"
"Haskell AV and Los Alimos St
Los Angeles, CA
(34.26549140300045, -118.4760660019997)"
"Haskell Av and Plummer St
Los Angeles, CA
(34.24285332800048, -118.4762564239997)"
"Haskell Av and Rayen St
Los Angeles, CA
(34.23194170500045, -118.47634942199971)"
"Hatteras St and Vineland Av
Los Angeles, CA
(34.17578050400044, -118.3703065149997)"
"Hawaiian Av and Anahiem St
Los Angeles, CA
(33.77919349600046, -118.27681817499968)"
"Haynes St and Louise Av
Los Angeles, CA
(34.189331464000475, -118.51008953999968)"
"Haynes St and Morse Av
Los Angeles, CA
(34.18959274100047, -118.41608750399968)"
"Hayvenhurst Av and De Celis Pl
Los Angeles, CA
(34.20389210300044, -118.49420923299971)"
"Hayvenhurst Av and Lassen St
Los Angeles, CA
(34.25021336000049, -118.49364682399971)"
"Hayworth Av and Olympic Bl
Los Angeles, CA
(34.05830342100046, -118.36489941599967)"
"Hazel Kirk Dr and Talmadge St
Los Angeles, CA
(34.107343726000465, -118.28307995799969)"
"Hazeltine Av and Vanowen St
Los Angeles, CA
(34.19394144700044, -118.43997882099967)"
"Hemmingway St and Loma Verde Av
Los Angeles, CA
(34.214400741000475, -118.58958850799968)"
"Henderson St and Portola Av
Los Angeles, CA
(34.09563056000047, -118.17069998499971)"
"Herrick Av and Tyler St
Los Angeles, CA
(34.30760123400046, -118.45621783099972)"
"Herron St and Herrick Av
Los Angeles, CA
(34.29881082300045, -118.44478808299971)"
"Hesby St and Noble Av
Los Angeles, CA
(34.16213211800044, -118.4618197799997)"
"Hi Point St and Olympic Bl
Los Angeles, CA
(34.058431845000484, -118.36594895099972)"
"Hiawatha St and Cedros Av
Los Angeles, CA
(34.25903034100048, -118.45312679499972)"
"Hickory St and 103rd St
Los Angeles, CA
(33.94313354500048, -118.23588630299969)"
"Highland Av and Olympic Bl
Los Angeles, CA
(34.057103320000465, -118.34001613299972)"
"Hill St and Temple St
Los Angeles, CA
(34.056492198000456, -118.24448629199969)"
"Hillcrest Dr and Coliseum St
Los Angeles, CA
(34.018243948000475, -118.34323559399968)"
"Hillcrest Dr and Rodeo Rd
Los Angeles, CA
(34.021472265000455, -118.34322673599968)"
"Hillhurst Av and Los Feliz Bl
Los Angeles, CA
(34.11189171100045, -118.28743752099967)"
"Hillview Av and Schoenborn St
Los Angeles, CA
(34.22092380000049, -118.60266562699968)"
"Hobart Bl and Melrose Av
Los Angeles, CA
(34.083532120000484, -118.30574903199971)"
"Holgate Sq and N. Broadway
Los Angeles, CA
(34.07386045500044, -118.20075566099968)"
"Holly Knoll Dr and Franklin Av
Los Angeles, CA
(34.10545279100046, -118.28196842499972)"
"Hollywood Bl and Edgemont St
Los Angeles, CA
(34.101781633000485, -118.29613936399971)"
"Holmes Av and 103rd St
Los Angeles, CA
(33.94233200000048, -118.24125797499971)"
"Homer St and Ave 43
Los Angeles, CA
(34.09261037800047, -118.20514865099972)"
"Hoover St and Martin Luther King
Los Angeles, CA
(34.01108319600047, -118.28724709999972)"
"Hoover St and Price St
Los Angeles, CA
(34.10905309600048, -118.2842092039997)"
"Huntington Dr and Amethyst St
Los Angeles, CA
(34.08421409700048, -118.19027802199969)"
"Huntington Dr and Van Horne
Los Angeles, CA
(34.08951048500046, -118.1708062669997)"
"Huntington Dr N and Alhambra border
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Huntington Dr N and Hilldsale Dr
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Huntington Dr N and Maycrest Av
Los Angeles, CA
(34.09343406400046, -118.16113902999967)"
"Huntington Dr N and Maycrest Av
Los Angeles, CA
(34.09343406400046, -118.16113902999967)"
"Huntington Dr S and Eastern Av
Los Angeles, CA
(34.08603417600045, -118.1781574419997)"
"Huntington Dr S and Minto Ct
Los Angeles, CA
(34.08538319900049, -118.18183745799968)"
"Huntington Dr S and Monterey Rd
Los Angeles, CA
(34.08501121200044, -118.18702756399972)"
"Hynford Pl and 237th St
Los Angeles, CA
(33.81086111600047, -118.30645757799971)"
"Hynford Pl and Guilford Pl
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Ilex Av and Telfair Av
Los Angeles, CA
(34.22896138000044, -118.38893687099971)"
"Iliff St and Sunset Bl
Los Angeles, CA
(34.04143114700048, -118.5177197059997)"
"Independence Av and Saticoy St
Los Angeles, CA
(34.20832052100047, -118.59062918599972)"
"Ingomar St and De Soto Av
Los Angeles, CA
(34.21191196900048, -118.58847697399972)"
"Ingomar St and Geyser Av
Los Angeles, CA
(34.21202268000047, -118.54251884899969)"
"Ingomar St and Jordan Av
Los Angeles, CA
(34.21198282300048, -118.60291804699972)"
"Ingomar St and Minstrel Av
Los Angeles, CA
(34.21184111400049, -118.62583954099972)"
"Ingomar St and Reseda Bl
Los Angeles, CA
(34.21202268000047, -118.53606664299969)"
"Institute Pl and Western Av
Los Angeles, CA
(34.085431912000445, -118.30914562899972)"
"Jackie Av and Glide Av
Los Angeles, CA
(34.182861544000446, -118.63816825699968)"
"James M Wood and 110 Fwy
Los Angeles, CA
(34.04784349600044, -118.26656638599968)"
"Jamieson Av and Chase St
Los Angeles, CA
(34.224621529000444, -118.52166985499969)"
"Jason Aav and Roscoe Bl
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Jason Av and Roscoe Bl
Los Angeles, CA
(34.21922328800048, -118.63547577799972)"
"Jellico Av and Prairie St
Los Angeles, CA
(34.239501016000474, -118.51901723299972)"
"Jellico Av and Raymer St
Los Angeles, CA
(34.226570034000474, -118.51870724299971)"
"Jellico Av and Vanowen St
Los Angeles, CA
(34.19387059200045, -118.51740971599969)"
"Jerome St and Rincon Av
Los Angeles, CA
(34.234111631000474, -118.40450718999972)"
"Johnston St and Alhambra
Los Angeles, CA
(34.06451206300045, -118.2101970489997)"
"Johnston St and Ave 28
Los Angeles, CA
(34.07924098300049, -118.21024576099973)"
"Johnston St and Broadway
Los Angeles, CA
(34.073723173000474, -118.21038746999972)"
"Johnston St and Fonda Wy
Los Angeles, CA
(34.07891328000045, -118.20995791399969)"
"Jonathan St and Woodlake Av
Los Angeles, CA
(34.21719064400048, -118.6322297479997)"
"Jordan Av and Arminta St
Los Angeles, CA
(34.21369219400049, -118.60262577199973)"
"Jordan Av and Elkwood St
Los Angeles, CA
(34.212850794000474, -118.60289590499968)"
"Jordan Av and Saticoy St
Los Angeles, CA
(34.20831166500045, -118.60287819099972)"
"Judd St and Laurel Cyn Bl
Los Angeles, CA
(34.26103198500044, -118.4344565829997)"
"Justin Ct and Keswick St
Los Angeles, CA
(34.21014060200048, -118.63148577399971)"
"Kagel Cyn St and Lev Av
Los Angeles, CA
(34.24563437500046, -118.42844721999973)"
"Kamloops St and Bartee Av
Los Angeles, CA
(34.244744263000484, -118.42604701699969)"
"Kamloops St and El Dorado Av
Los Angeles, CA
(34.25440264400049, -118.41276618999967)"
"Kansas Av and Manchester Av
Los Angeles, CA
(33.96002353200049, -118.2940181509997)"
"Keith St and Mission Rd
Los Angeles, CA
(34.068373644000474, -118.2012560719997)"
"Kelton Av and Strathmore Av
Los Angeles, CA
(34.06416221800049, -118.4527060959997)"
"Kelvin Av and Community St
Los Angeles, CA
(34.22213275900049, -118.58632919199971)"
"Kendall Av and Alpha St
Los Angeles, CA
(34.09859317100046, -118.16026663099967)"
"Kendall Av and Monterey Rd
Los Angeles, CA
(34.10132107700048, -118.18716927299971)"
"Kenmore Av and Hollywood Bl
Los Angeles, CA
(34.101772775000484, -118.29726861099971)"
"Kenwater Av and Friar St
Los Angeles, CA
(34.18582415700047, -118.64396948599972)"
"Kester Av and Tuba St
Los Angeles, CA
(34.25626257900046, -118.45642596699969)"
"Keswick St and Independence Av
Los Angeles, CA
(34.21025131200048, -118.5906557559997)"
"Keswick St and Quimby Av
Los Angeles, CA
(34.21013174500047, -118.6305292349997)"
"Keswick St and Reseda Bl
Los Angeles, CA
(34.21021145700047, -118.53605778599967)"
"Kewen Av and Peoria St
Los Angeles, CA
(34.22960350000045, -118.3925061759997)"
"Kewen Av and Redbank St
Los Angeles, CA
(34.22835025800049, -118.39079680699967)"
"Kimberly Av and 103rd St
Los Angeles, CA
(33.94230100200048, -118.24046971599972)"
"Kingsbury St and Orion Av
Los Angeles, CA
(34.26367132300044, -118.47119917099968)"
"Kingsley Dr and Lemongrove Av
Los Angeles, CA
(34.086260026000446, -118.30333997199972)"
"Kinross Av and Gayley Av
Los Angeles, CA
(34.06024306800049, -118.4464797389997)"
"Kippen St and 238th St
Los Angeles, CA
(33.80901003700046, -118.3070598439997)"
"Kittridge St and Ampere Av
Los Angeles, CA
(34.18975216300049, -118.41796958199967)"
"Kittridge St and Encino Av
Los Angeles, CA
(34.19025257500044, -118.51423896899968)"
"Kittridge St and Ethel Av
Los Angeles, CA
(34.18998244100044, -118.41729646199968)"
"Kittridge St and Fulton Av
Los Angeles, CA
(34.190301288000455, -118.42252642399967)"
"Kittridge St and Sheltondale Av
Los Angeles, CA
(34.191594386000475, -118.65339758799968)"
"Klee St and Andasol Av
Los Angeles, CA
(34.23125087200049, -118.51356584899969)"
"Kling St and Fulton Av
Los Angeles, CA
(34.15578176600047, -118.42249985399968)"
"Knapp St and Aldea Av
Los Angeles, CA
(34.23823006000049, -118.50981940699972)"
"L Ron Hubbard Wy and Sunset Bl
Los Angeles, CA
(34.098150330000465, -118.29395615399972)"
"La Cienega Bl and Pico Bl
Los Angeles, CA
(34.05334359300048, -118.37616974099967)"
"La Grange Av and Beverly Glen
Los Angeles, CA
(34.05543380600045, -118.42321725699969)"
"La Grange Av and Parnell Av
Los Angeles, CA
(34.05039426600047, -118.4279290939997)"
"La Jolla Av and Olympic Bl
Los Angeles, CA
(34.05910053600047, -118.37178560699971)"
"La Maida St and Cedros Av
Los Angeles, CA
(34.15872223600047, -118.45308693999971)"
"Lake St and Penmar Av
Los Angeles, CA
(34.004630990000464, -118.45874645799972)"
"Lanark St and Jonathan St
Los Angeles, CA
(34.21750063300044, -118.6310562169997)"
"Lanark St and Loma Verde Av
Los Angeles, CA
(34.217491776000486, -118.5896372199997)"
"Lanark St and Louise Av
Los Angeles, CA
(34.21837303200044, -118.5098459779997)"
"Lanark St and Paso Robles Av
Los Angeles, CA
(34.21783276400049, -118.5024593759997)"
"Lanark St and Reseda Bl
Los Angeles, CA
(34.21746077700044, -118.5360799289997)"
"Lanark St and Wilbur Av
Los Angeles, CA
(34.21805418500048, -118.5448260549997)"
"Landale St and Fulton Av
Los Angeles, CA
(34.15217260500049, -118.4225087099997)"
"Landfair Av and Gayley Av
Los Angeles, CA
(34.07056128300047, -118.45324636299972)"
"Langdon Av and Nordhoff St
Los Angeles, CA
(34.23555086600044, -118.4697776479997)"
"Langdon Av and Peach Av
Los Angeles, CA
(34.25845021800046, -118.46945880299972)"
"Langdon Av and Tupper St
Los Angeles, CA
(34.23916002700048, -118.46976879199968)"
"Lasaine Av and Haynes St
Los Angeles, CA
(34.189362463000464, -118.51101950899971)"
"Lasaine Av and Napa St
Los Angeles, CA
(34.22659217600045, -118.5118387659997)"
"Lasaine Av and Prairie St
Los Angeles, CA
(34.239461160000474, -118.51272887799968)"
"Lassen St and Haskell Av
Los Angeles, CA
