Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Building & Safety Property Violation Complaints - The City of Los Angeles,801,675,0:03:08,507,72.58%,65.29%
Contact Us - The City of Los Angeles,768,651,0:03:31,186,83.33%,69.79%
Parking Citation - Contest - The City of Los Angeles,767,667,0:02:26,476,77.1%,70.66%
Council District 9 - The City of Los Angeles,697,580,0:03:47,571,81.79%,79.77%
tweets - The City of Los Angeles,671,558,0:01:56,79,70.89%,39.64%
877 ASK-LAPD - Non-emergency Police Service - The City of Los Angeles,667,611,0:04:01,557,87.79%,84.56%
Los Angeles Convention Center Calendar of Events - The City of Los Angeles,647,538,0:01:59,533,76.74%,75.12%
Section 8 Property Listing - The City of Los Angeles,607,469,0:02:48,451,74.06%,71%
Christmas Tree Recycling - The City of Los Angeles,593,523,0:02:10,144,86.81%,58.01%
City Employee Salary Information - The City of Los Angeles,591,494,0:03:20,370,72.7%,66.5%
Contact - The City of Los Angeles,575,475,0:02:37,178,76.97%,59.65%
Ultra-Low Flush Toilet Rebate - The City of Los Angeles,555,471,0:02:23,458,81%,77.66%
Police Reports (How to make reports/obtain copies) - The City of Los Angeles,551,497,0:04:23,481,82.74%,81.49%
Certificate of Occupancy General Information - The City of Los Angeles,541,465,0:03:03,399,70.43%,65.99%
Juvenile Detention Centers - (LAPD and County) - The City of Los Angeles,540,449,0:02:08,443,71.78%,72.04%
Property Activity Report - The City of Los Angeles,538,433,0:03:15,413,74.09%,71.93%
Health & Human Services - The City of Los Angeles,532,410,0:00:55,131,53.44%,24.81%
Public Safety & Emergency Services - The City of Los Angeles,523,443,0:00:34,3,66.67%,9.94%
Real-Time/GIS Maps - The City of Los Angeles,513,327,0:01:33,170,54.12%,37.23%
Public Infrastructure & Landscape - The City of Los Angeles,505,416,0:00:54,32,43.75%,19.8%
Holiday Trash Collection - The City of Los Angeles,499,475,0:01:46,311,84.89%,72.34%
Driving Direction - The City of Los Angeles,494,407,0:01:42,53,71.7%,37.65%
Reporting Stolen Cars - LAPD - The City of Los Angeles,483,422,0:05:24,411,84.91%,82.4%
"Council, Council Committees, & Ad Hoc Committees - The City of Los Angeles",480,401,0:01:25,208,54.33%,43.54%
Press Releases - The City of Los Angeles,475,321,0:01:12,104,54.81%,26.53%
Environmental Services - The City of Los Angeles,438,348,0:00:40,29,55.17%,11.42%
Parking Enforcement Officer Misconduct Complaints - The City of Los Angeles,438,385,0:03:35,298,75.84%,71%
Building Inspection - The City of Los Angeles,430,371,0:01:30,286,61.19%,58.14%
Submitted - The City of Los Angeles,428,384,0:00:52,21,71.43%,43.22%
Alert LA (Emergency Alerts for Los Angeles) - The City of Los Angeles,411,382,0:02:22,382,89.01%,89.05%
Recreation - The City of Los Angeles,397,314,0:00:31,17,47.06%,10.33%
Graffiti Removal - Community Beautification - The City of Los Angeles,387,345,0:03:09,234,79.06%,74.16%
How Many Dogs And Cats Can I Have At My Home - The City of Los Angeles,385,345,0:01:33,205,87.32%,71.43%
Household Appliance Pick-Up (White Goods) - The City of Los Angeles,376,338,0:03:54,322,87.89%,85.9%
Neighborhood Councils - The City of Los Angeles,376,317,0:02:47,263,71.48%,64.89%
Neighborhoods - The City of Los Angeles,373,281,0:01:57,41,82.93%,43.97%
Fence Heights Code - The City of Los Angeles,365,278,0:02:35,258,68.99%,66.85%
FAQs - The City of Los Angeles,350,297,0:01:39,82,71.95%,40%
Emergency Medical Services Billing - The City of Los Angeles,337,274,0:02:56,254,77.56%,70.92%
"Department Commissions, Committees, & Boards - The City of Los Angeles",329,278,0:02:17,118,65.25%,44.38%
Elections and Voting - The City of Los Angeles,327,243,0:01:07,70,48.57%,22.32%
"City Laws, Codes and Ordinances - The City of Los Angeles",326,278,0:02:04,200,51.5%,49.69%
Co.lumb,326,139,0:12:04,139,41.01%,42.64%
Top Ten Popular Council Files - The City of Los Angeles,322,265,0:01:47,35,77.14%,31.99%
Council District 14 - The City of Los Angeles,319,288,0:03:14,273,79.12%,77.74%
About the Council Member - The City of Los Angeles,313,261,0:01:16,78,65.38%,42.17%
Dead Animal Collection - The City of Los Angeles,307,286,0:03:17,228,88.6%,85.02%
Trash Container Services - The City of Los Angeles,299,266,0:02:06,141,68.79%,62.54%
Domestic Violence Shelter Operations - The City of Los Angeles,295,261,0:05:06,240,87.92%,81.69%
Street Use Permits - The City of Los Angeles,293,237,0:02:12,149,59.73%,51.88%
Airport Services - The City of Los Angeles,291,234,0:00:54,18,72.22%,32.65%
Calendar for Visitors - The City of Los Angeles,290,262,0:00:48,6,66.67%,23.79%
First-Time Homebuyer Assistance - The City of Los Angeles,287,254,0:03:49,247,87.04%,84.67%
Alarm System Police Permit Renewal Information - The City of Los Angeles,283,231,0:01:38,155,55.48%,56.18%
Leash Law - The City of Los Angeles,281,247,0:03:12,209,87.08%,76.16%
3-1-1 Call Center - The City of Los Angeles,278,257,0:01:45,41,56.1%,37.41%
"Birth, Marriage, Death Certificates - The City of Los Angeles",278,253,0:03:29,144,84.72%,75.9%
Water and Power Customer Service Centers - The City of Los Angeles,277,248,0:04:33,232,84.05%,80.87%
Business Assistance - The City of Los Angeles,272,224,0:00:18,7,28.57%,8.82%
Report Illegal Dumping - The City of Los Angeles,264,231,0:03:18,146,76.71%,65.91%
Rent Escrow Account Program (REAP) - The City of Los Angeles,262,237,0:03:47,227,86.78%,85.11%
Request Parking Restrictions - The City of Los Angeles,261,223,0:02:54,112,68.75%,54.79%
Government Finance - The City of Los Angeles,257,202,0:00:35,13,61.54%,24.9%
Personnel Division - LAPD - The City of Los Angeles,257,226,0:03:45,198,84.34%,77.43%
Home Repair & Rehabilitation Assistance for Homeowners - The City of Los Angeles,256,211,0:03:12,150,73.33%,58.98%
Police Stations (Front Desk / Public Counter - 25 locations) - The City of Los Angeles,256,230,0:05:14,221,84.16%,83.2%
Board of Public Works Meetings - The City of Los Angeles,254,183,0:02:16,95,57.89%,52.76%
Education & Personal Development - The City of Los Angeles,254,202,0:00:44,8,75%,19.69%
Building and Safety Records - The City of Los Angeles,253,224,0:02:24,149,66.44%,57.71%
Los Angeles Police Athletic and Revolver Club - The City of Los Angeles,247,213,0:02:15,213,87.32%,84.21%
Golf Reservations - The City of Los Angeles,246,184,0:01:38,155,66.45%,63.01%
Certificate of Occupancy - The City of Los Angeles,230,199,0:03:05,126,56.35%,60.87%
Report streetlight outages - The City of Los Angeles,230,210,0:06:15,182,84.07%,83.04%
Temporary Tow Away Signs - The City of Los Angeles,230,204,0:02:31,172,79.65%,74.78%
About Gilbert Cedillo - The City of Los Angeles,224,190,0:02:32,54,44.44%,32.59%
Subscriptions - The City of Los Angeles,223,146,0:00:45,35,28.57%,12.56%
Family Source Centers - The City of Los Angeles,216,190,0:02:26,112,76.79%,58.33%
Zone Info & Map Access System (ZIMAS) Tech Support - The City of Los Angeles,213,185,0:02:00,146,78.08%,73.24%
Contract Bid Opportunities for Businesses - The City of Los Angeles,212,189,0:03:30,131,74.81%,69.34%
Personnel Department Employee Benefits - The City of Los Angeles,211,189,0:03:03,101,71.29%,61.14%
(not set),208,157,0:00:30,14,21.43%,11.54%
Elected Official Records - The City of Los Angeles,204,165,0:00:54,8,25%,5.39%
Most Requested Services for Job Seekers - The City of Los Angeles,201,174,0:00:37,3,0%,6.97%
Inspection of Seismic Gas Shut-Off Valve - The City of Los Angeles,196,165,0:02:24,148,78.38%,71.43%
DWP Personnel Employment Verification - The City of Los Angeles,192,168,0:01:59,140,77.86%,66.67%
Disabled Parking Zones (Blue Curb) - The City of Los Angeles,187,155,0:02:43,132,80.3%,72.73%
Villaraigosa Series 2005-2013 - The City of Los Angeles,186,78,0:01:34,5,40%,23.66%
Records and Identification Division (R & I) - LAPD - The City of Los Angeles,178,155,0:03:14,121,80.17%,71.91%
"Stray, Sick or Injured Animal - The City of Los Angeles",177,159,0:04:44,132,84.85%,79.66%
Bulky Item Pick-up for Apartments and Condos - The City of Los Angeles,174,152,0:01:47,48,68.75%,50.57%
Request for School Crossing Guard - The City of Los Angeles,173,138,0:03:07,125,64.8%,63.01%
Animal Service Centers - The City of Los Angeles,172,155,0:03:22,109,83.49%,73.26%
Fire Permits General Information - The City of Los Angeles,172,143,0:02:02,111,70.27%,59.3%
Shooting Range/Monthly Qualification - LAPD - The City of Los Angeles,172,150,0:05:34,146,84.25%,84.88%
GIS Download Data Shapefiles Department of City Planning - The City of Los Angeles,170,140,0:03:27,96,76.04%,64.12%
Spay/Neuter - The City of Los Angeles,168,149,0:03:16,143,84.62%,81.55%
Tree Trimming/Pruning Permits - The City of Los Angeles,166,145,0:02:20,101,68.32%,68.07%
Track4LA Online Insurance Compliance System - The City of Los Angeles,165,138,0:02:54,114,74.56%,69.7%
Free Child Car Seat & Training Class - The City of Los Angeles,164,144,0:05:22,139,83.45%,81.71%
Leaf Blower Complaints - The City of Los Angeles,163,150,0:03:33,134,90.3%,80.98%
To Report Section 8 Fraud - The City of Los Angeles,161,144,0:05:41,141,85.82%,83.23%
Filming Permits / Filming Complaints - The City of Los Angeles,160,142,0:03:32,126,85.71%,79.38%
Housing Authority General Information - The City of Los Angeles,156,133,0:02:57,112,63.39%,65.38%
Registrations & Reservations - The City of Los Angeles,156,117,0:00:30,2,50%,9.62%
Rent Stabilization Ordinance information - The City of Los Angeles,156,134,0:03:45,98,64.29%,62.18%
U. S. Customs - LAX - The City of Los Angeles,155,131,0:02:35,124,75%,73.55%
Communications Division - LAPD - The City of Los Angeles,154,136,0:02:28,115,77.39%,72.73%
Council District 13 - The City of Los Angeles,154,113,0:01:24,112,46.43%,46.75%
All Video Results - The City of Los Angeles,151,120,0:01:24,12,50%,31.13%
Help for Homebound Seniors - The City of Los Angeles,151,132,0:01:33,117,70.09%,68.87%
Job Opportunities For City Employees Only - The City of Los Angeles,151,141,0:01:43,14,57.14%,31.79%
Street Tree Planting Program - The City of Los Angeles,151,134,0:03:00,109,80.73%,71.52%
Garage Sales-City Business Tax info - The City of Los Angeles,149,137,0:02:27,117,84.62%,76.51%
Most Requested Services for Visitors - The City of Los Angeles,149,128,0:00:46,2,0%,26.17%
Barking Dogs - The City of Los Angeles,145,126,0:02:06,91,84.62%,71.03%
City Planning Public Counter - Valley - The City of Los Angeles,145,122,0:03:33,94,75.53%,66.9%
Housing & Community Investment Department (HCIDLA) Billing & Payments - The City of Los Angeles,141,112,0:02:39,96,54.17%,51.06%
Council District 3 - The City of Los Angeles,140,100,0:01:20,97,63.92%,59.29%
Most Requested Services for Residents - The City of Los Angeles,140,119,0:00:36,3,66.67%,8.57%
Garcetti Series 2013-Present - The City of Los Angeles,139,125,0:02:45,1,100%,38.85%
Office of the City Administrative Officer Personnel Information - The City of Los Angeles,139,129,0:00:33,6,33.33%,15.11%
Inspection of Elevators - The City of Los Angeles,138,119,0:04:51,107,63.55%,63.77%
Jail Division / City Jail Locations - The City of Los Angeles,137,123,0:02:38,114,85.96%,78.83%
Housing & Community Investment Department (HCIDLA) General Information - The City of Los Angeles,134,111,0:02:09,78,51.28%,47.76%
Rent Control / Rent Stabilization Violation Complaints - The City of Los Angeles,133,114,0:03:06,72,66.67%,56.39%
Alarm System Police Permit General Information - The City of Los Angeles,132,118,0:04:04,29,75.86%,62.88%
e-Permit (Permit L.A.) - The City of Los Angeles,132,110,0:02:08,54,64.81%,50.76%
Megan's Law - LAPD - The City of Los Angeles,131,118,0:02:11,117,88.03%,88.55%
City Hall Docents - The City of Los Angeles,129,111,0:01:50,53,77.36%,58.14%
Election Documents - The City of Los Angeles,129,119,0:02:22,104,81.73%,75.97%
Maintenance of Public Street Landscape - The City of Los Angeles,128,110,0:02:33,58,75.86%,58.59%
Property Violations - The City of Los Angeles,128,115,0:02:55,59,77.97%,59.38%
Most Requested Services - The City of Los Angeles,127,102,0:00:37,1,100%,9.45%
S.A.F.E Centers: Permanent Collection Centers - The City of Los Angeles,125,113,0:02:55,99,83.84%,80%
Cabrillo Marine Aquarium - The City of Los Angeles,124,108,0:01:44,2,100%,36.29%
City Planning Public Counter - Downtown - The City of Los Angeles,124,113,0:03:05,55,76.36%,59.68%
Committees - The City of Los Angeles,124,98,0:01:16,11,81.82%,29.84%
Volunteer & internship opportunities with HCIDLA - The City of Los Angeles,120,114,0:01:27,33,48.48%,34.17%
Zoo Human Resources - The City of Los Angeles,119,104,0:01:32,32,50%,36.13%
Los Angeles Convention Center Parking - The City of Los Angeles,117,102,0:02:25,98,83.67%,79.49%
Preferential Parking Districts - The City of Los Angeles,116,106,0:02:10,49,77.55%,60.34%
Map Gallery - The City of Los Angeles,115,98,0:01:33,27,74.07%,40.87%
Workers' Compensation - Civilian Claims - The City of Los Angeles,115,103,0:02:01,84,79.76%,73.91%
News - The City of Los Angeles,114,95,0:00:49,13,76.92%,25.44%
HIRE LA'S Youth Employment Program - The City of Los Angeles,113,103,0:02:17,55,83.64%,56.64%
City Hall & Neighborhood City Halls - The City of Los Angeles,111,95,0:01:12,13,69.23%,38.74%
Water and Power Employees' Retirement - The City of Los Angeles,110,84,0:03:12,82,71.95%,67.27%
Calendar for Residents - The City of Los Angeles,109,103,0:01:21,2,50%,26.61%
Traffic Accident History Reports - The City of Los Angeles,109,99,0:05:06,78,73.08%,71.56%
Residential Property Report - The City of Los Angeles,108,91,0:04:43,68,76.47%,64.81%
Free Mulch - The City of Los Angeles,105,87,0:03:09,78,79.49%,74.29%
City Employee Labor Memoranda of Understanding (MOUs) - The City of Los Angeles,104,84,0:04:41,40,75%,66.35%
Report Illegal Use of Disabled Parking and Placards - The City of Los Angeles,104,77,0:05:41,63,80.95%,64.42%
Senior Transportation Services - The City of Los Angeles,103,90,0:04:13,71,77.46%,68.93%
Site Plan Review - The City of Los Angeles,103,91,0:09:54,81,88.89%,79.61%
Winter Shelter Program - The City of Los Angeles,102,88,0:03:29,78,82.05%,75.49%
Multi Purpose Senior Centers (MPC) - The City of Los Angeles,100,85,0:02:55,71,73.24%,66%
Bureau of Street Services Complaints - The City of Los Angeles,98,86,0:03:29,58,65.52%,59.18%
Notifications & Subscriptions - The City of Los Angeles,97,77,0:00:50,21,85.71%,32.99%
Detectives (21 Area Detective Divisions) - The City of Los Angeles,96,92,0:03:44,86,91.86%,89.58%
Request Traffic Safety and Controls - The City of Los Angeles,96,81,0:05:32,50,74%,68.75%
Emergency Service/Trouble Requests - The City of Los Angeles,93,83,0:04:26,73,87.67%,80.65%
Events - The City of Los Angeles,93,75,0:00:45,1,100%,33.33%
Sewer Wye Map Maintenance - The City of Los Angeles,93,84,0:02:08,57,84.21%,73.12%
WorkSource System (WSC) - Job Seeker and Business Resources - The City of Los Angeles,92,77,0:01:59,19,84.21%,41.3%
Fire Hydrants - The City of Los Angeles,90,77,0:04:02,72,76.39%,75.56%
Highlights - The City of Los Angeles,90,73,0:04:02,68,73.53%,70%
Marty Tregnan Golf Academy - The City of Los Angeles,90,68,0:01:12,65,73.85%,70%
Search Campaign/Officeholder Committee Contributions - The City of Los Angeles,90,85,0:01:44,68,85.29%,81.11%
Copy of Property and Land Ownership Deeds - The City of Los Angeles,89,78,0:00:53,59,77.97%,64.04%
Oversize Vehicle Parking Permits - The City of Los Angeles,89,74,0:03:17,27,59.26%,46.07%
Certification of Minority Business Enterprises (MBE) - The City of Los Angeles,87,71,0:03:37,61,67.21%,59.77%
Dangerous Animal - The City of Los Angeles,87,81,0:02:18,35,100%,73.56%
Enforcement of Street Use Rules - The City of Los Angeles,87,72,0:02:47,11,90.91%,40.23%
Training Division - LAPD (Elysian Park) - The City of Los Angeles,87,76,0:04:02,69,86.96%,79.31%
"Acceptance of Subpoenas, Fire Reports, and Arson Information - The City of Los Angeles",85,76,0:02:24,34,82.35%,56.47%
"Engineering Maps, Plans, and Other Records - The City of Los Angeles",85,74,0:03:32,35,82.86%,57.65%
LADOT Service Requests - The City of Los Angeles,85,76,0:03:30,51,66.67%,60%
Legal Affairs Division - LAPD - The City of Los Angeles,85,75,0:04:34,71,80.28%,75.29%
Variance Request/Filing - The City of Los Angeles,84,66,0:04:36,59,81.36%,70.24%
Complaint - LAPD (How to Make a Complaint) - The City of Los Angeles,83,75,0:02:39,62,79.03%,69.88%
"Constituent Service, Office of the Mayor - The City of Los Angeles",82,72,0:01:55,53,79.25%,65.85%
Request Sewer Maintenance/Repair - The City of Los Angeles,82,73,0:04:07,28,85.71%,64.63%
DWP Discount Rates - The City of Los Angeles,81,69,0:02:04,63,76.19%,75.31%
Report a Property Violation - The City of Los Angeles,81,66,0:01:28,29,48.28%,46.91%
Zoo/Aquarium Combo Admission Tickets - The City of Los Angeles,81,74,0:02:05,69,88.41%,83.95%
Internship Opportunities in the Mayor's Office - The City of Los Angeles,80,76,0:02:12,31,80.65%,51.25%
LA's BEST After School Enrichment Program - The City of Los Angeles,80,72,0:01:20,66,81.82%,78.75%
Getting LA Back 2 Work - The City of Los Angeles,79,72,0:01:35,28,78.57%,48.1%
Security Services Division - LAPD - The City of Los Angeles,79,71,0:02:35,68,80.88%,77.22%
"Verify, Modify, or Add a New Address - The City of Los Angeles",79,72,0:01:58,59,88.14%,81.01%
More Press Releases - The City of Los Angeles,78,51,0:01:21,4,50%,29.49%
Missed Collections/Missed Service - The City of Los Angeles,76,69,0:04:03,11,90.91%,65.79%
Search Registered Lobbyists - The City of Los Angeles,76,70,0:01:38,60,81.67%,80.26%
Bureau of Sanitation Open Houses - The City of Los Angeles,75,67,0:02:28,45,80%,60%
Service Detail - The City of Los Angeles,75,66,0:00:29,22,86.36%,34.67%
Bee Control - The City of Los Angeles,74,72,0:01:03,63,93.65%,87.84%
Grading Plan Check - The City of Los Angeles,74,69,0:01:46,56,83.93%,71.62%
Fire Department - Red Flag Day Parking Restriction - The City of Los Angeles,73,66,0:05:24,60,86.67%,80.82%
Los Angeles Federal Credit Union (LAFCU) - The City of Los Angeles,73,61,0:01:57,56,66.07%,61.64%
Dispute Resolution - The City of Los Angeles,71,58,0:01:20,48,47.92%,45.07%
Exempt (from Civil Service) Opportunities - The City of Los Angeles,71,64,0:02:37,13,61.54%,49.3%
Online Request for Permit Inspection - The City of Los Angeles,71,63,0:02:53,38,63.16%,57.75%
Owner's Surrender - The City of Los Angeles,71,63,0:01:40,13,92.31%,61.97%
City Departments - The City of Los Angeles,70,58,0:01:06,11,81.82%,27.14%
"Mayor, Council, Controller, City Attorney Offices - The City of Los Angeles",70,49,0:00:22,4,25%,5.71%
Retirement Benefits - The City of Los Angeles,70,65,0:01:55,20,80%,52.86%
Electronic Waste (E-Waste) - The City of Los Angeles,69,61,0:02:31,21,85.71%,56.52%
Solid Waste Collection Services - The City of Los Angeles,69,63,0:01:14,32,78.12%,60.87%
Golf Reservations - Same Day - The City of Los Angeles,68,57,0:01:53,38,76.32%,66.18%
Plan Check - The City of Los Angeles,68,56,0:02:00,34,70.59%,52.94%
Salvage Auctions of City Equipment and Vehicles - The City of Los Angeles,67,59,0:01:08,41,78.05%,71.64%
Sand and Sandbag Information - The City of Los Angeles,67,60,0:04:33,51,76.47%,76.12%
Internal Transfer Opportunities - The City of Los Angeles,66,60,0:01:44,3,66.67%,31.82%
Scientific Investigation Division - LAPD - The City of Los Angeles,66,55,0:02:57,47,74.47%,68.18%
Street Pothole Information - The City of Los Angeles,66,59,0:02:46,34,79.41%,71.21%
Supply Division - LAPD - The City of Los Angeles,66,58,0:01:55,55,83.64%,80.3%
Animal Traps - The City of Los Angeles,65,56,0:01:53,37,83.78%,69.23%
Housing Authority Employment Opportunities - The City of Los Angeles,65,62,0:02:49,29,75.86%,44.62%
Permits for Encroachment on Public Right of Ways - R Permit - The City of Los Angeles,65,59,0:03:47,40,80%,72.31%
Damaged Traffic Signals or Stop Signs - The City of Los Angeles,64,60,0:01:24,17,76.47%,53.12%
Fire Dept. Personnel Service - The City of Los Angeles,64,57,0:00:26,39,84.62%,62.5%
La ciudad de Los Ìngeles,64,50,0:00:53,46,54.35%,60.94%
Missing Persons - LAPD - The City of Los Angeles,63,59,0:01:30,56,91.07%,88.89%
Neighborhood Info - The City of Los Angeles,63,58,0:05:14,13,84.62%,73.02%
Passenger Paging - LAX - The City of Los Angeles,63,56,0:03:03,54,83.33%,77.78%
General Volunteers at the Los Angeles Zoo - The City of Los Angeles,62,58,0:01:49,9,88.89%,30.65%
Move In-Move Out Extra Trash Collection Services - The City of Los Angeles,62,59,0:02:13,13,92.31%,56.45%
Other Government Agencies - The City of Los Angeles,62,21,0:02:36,5,40%,27.42%
Scheduling Section 8 Property Inspection - The City of Los Angeles,62,55,0:01:46,48,85.42%,79.03%
Day Laborer Program (Hiring Sites) - The City of Los Angeles,61,60,0:01:43,10,90%,36.07%
Green Building Plan Check and Inspection - The City of Los Angeles,61,55,0:01:33,36,83.33%,70.49%
Housing Authority of City of Los Angeles (HACLA) - Comments/Complaints - The City of Los Angeles,60,50,0:02:58,45,71.11%,68.33%
"Information Technology Agency, Requests for Proposals (RFP) - The City of Los Angeles",60,51,0:01:14,45,62.22%,61.67%
Police Permits Renewals Information - The City of Los Angeles,60,52,0:04:15,36,61.11%,50%
Conventional Public Housing (Permanent) - The City of Los Angeles,59,44,0:02:24,38,65.79%,55.93%
Low Income Home Energy Assistance Program (LIHEAP) - The City of Los Angeles,58,51,0:02:44,47,85.11%,74.14%
Surplus Property/Land Sales - The City of Los Angeles,57,53,0:03:34,46,76.09%,71.93%
City of Los Angeles Office of Finance Paperless Statements Program - The City of Los Angeles,56,50,0:03:12,15,66.67%,41.07%
Collection of Excess Brush and Yard Trimmings - The City of Los Angeles,56,54,0:00:59,5,60%,41.07%
Curbside Passenger Pickup/Dropoff - LAX - The City of Los Angeles,56,50,0:01:34,50,84%,85.71%
Hyperion Treatment Plant Tours - The City of Los Angeles,56,53,0:02:06,48,72.92%,67.86%
Report Broken Parking Meters - The City of Los Angeles,56,52,0:03:12,45,88.89%,83.93%
Boiler/Pressure Vessel Inspection - The City of Los Angeles,54,43,0:03:37,35,80%,70.37%
Cityride - The City of Los Angeles,54,47,0:02:00,45,66.67%,72.22%
Council File Management System (CFMS) - The City of Los Angeles,54,50,0:01:07,30,76.67%,74.07%
LA City Real Estate and Asset Management - The City of Los Angeles,53,50,0:04:12,33,75.76%,77.36%
Specific Plans - The City of Los Angeles,53,48,0:02:33,40,70%,66.04%
